"00022","FLAYS MILD CHD DIP"
"00024","FRITO JAL+CHDR DIP"
"00026","FRITO FR ONION DIP"
"00078","FRITO BEAN DIP"
"07121","F.LAY SMARTFOOD POPC"
"07122","SMARTFOODS POPCORN"
"04770","RG CLASSIC STICKS"
"04767","CLASSIC THIN PRETZLS"
"04768","CLASSIC TINY PRETZLS"
"02186"," ROLD GOLD HONEY MUS"
"02211","ROLD GOLD HNY MSTRD"
"01775","DORITOS MULTISACKS"
"05880","FUNYUNS 12 SACKS"
"01234","ROLD GOLD RODS"
"01109","12 SACK SMARTFOOD"
"07362","SUNCHIPS HARVEST CHD"
"07361","SUNCHIPS FRENCH ONIO"
"07357","SUNCHIPS REGULAR"
"02333","RG BRAIDED HNY WHT"
"07134","TOSTITOS BLUE CORN"
"07164","TOSTITOS YELLOW CORN"
"07165","CHEETOS PUFFS WHITE"
"06408","TOSTITOS SCOOPS"
"05181","RUFFLES LIGHT"
"03948","NATRL NUTS ALMONDS"
"03282","SALSA MEDIUM"
"03281","SALSA MILD"
"07363","SUNCHIP GARDEN SALSA"
"05179","LAYS LIGHT"
"04739","DORITOS NACHO CH 100"
"05011","CHEETOS 100 CAL PK"
"04741","CHEETOS ASTERIOD 100"
"04024","CHEETOS CRUNCHY 12 C"
"07083","FRITO SUNFLOWER SEED"
"05352","CHED SUNCHIPS 100 CA"
"05598","TOSTITOS MED SALSA"
"05597","TOSITOS MILD SALSA"
"05599","TOSITOS HOT SALSA"
"05640","20CT SUNCHIPS"
"07103","TOSTITOS SPINACH DIP"
"07099","TOSTITOS SW RANCH DI"
"05509","LAYS STAX ORIGINAL"
"05510","LAYS STAX KCM"
"05515","LAYS STAX SCO"
"07167","BAKED LAYS KCM"
"07166","BAKED LAYS"
"07403","BAKED LAYS CHED"
"07179","BAKED LAYS SCO"
"07185","BAKED RUFFLES"
"07186","BAKED RUFFLES CHED &"
"07190","BAKED DORITOS NACHO"
"07193","BAKED CRNCHY CHEETOS"
"07098","TOSTITOS QUESO DIP"
"07094","LAYS FRNCH ONION DIP"
"07095","LAYS RANCH DIP"
"07372","NATURAL LAYS SALT"
"05885","TOSITOS BS ROUNDS"
"07132","SIMPLY LAYS CHIPS"
"05888","TOSTITOS RSTC"
"07055","DORITOS NACHO"
"06690","FRITOS REGULAR"
"06657","FUNYUNS"
"07187","TOSTITOS BKD SCOOPS"
"05658","FRITO LAYS 6PK SAK"
"05660","FRITO 6PK SAK"
"05663","DORITO 6PK SACK"
"06764","SUNCHIPS 6 PK SACK"
"07803","SUNCHIPS PEPPRCRN RA"
"07836","FRITO SALTED PEANUTS"
"07839","FRITO RSTD PEANUTS"
"07879","DORITOS COOL RANCH"
"07881","DORITOS NACHO"
"07910","HOT N SPICY BAKENETS"
"07913","CRACKER JACK"
"07997","CRACKER JACK"
"08179","TOSTITOS HNT OF JALA"
"08335","LAY'S LGHTY SALTED"
"08292","KETTLE S&V"
"08293","KETTLE BBQ"
"08294","KETTLE REGULAR"
"08295","FUNYUNS"
"08404","MUNCHIES CHEESE FIX"
"08406","MUNCHIES RANCH"
"08407","MUNCHIES CHEDDAR SNC"
"08359","SMARTFOOD REGULAR"
"08391","FMLY VRTY PACK SACKS"
"08392","FMLY  PACK SACKS"
"08306","SMARTFOOD POPCORN"
"08314","TOSTITOS SCOOPS"
"06925","100 CAL SMARTFOOD"
"08519","LAYS BAKED POTATO DI"
"08446","LAYS KETTLE SALT & P"
"08718","SMART MIX 20CT"
"08857","OBERTOS JERKY"
"08859","OBERTO HICKORY  JERK"
"08856","OBERTO TERIYAKI JERK"
"08608","DORITOS TACOS AT MID"
"08610","DORITOS LAST CALL"
"08773","FRITO SMARTFOOD"
"08756","FRITOS"
